id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price
69671,Hinjewadi,1379,4,2,2022,0,4465972
69672,Viman Nagar,1054,3,2,1980,1,4280183
69673,Koregaon Park,2761,4,1,2005,0,8863873
69674,Viman Nagar,2537,4,3,1998,0,10299211
69675,Kalyani Nagar,2831,1,1,1994,0,5611964
69676,Kalyani Nagar,957,4,3,1984,1,12736469
69677,Pimpri-Chinchwad,2428,1,1,2006,1,12022522
69678,Koregaon Park,3276,1,2,1998,1,8854121
69679,Koregaon Park,2177,4,3,1996,1,6251075
69680,Viman Nagar,1886,5,2,1987,0,4536658
69681,Kalyani Nagar,2671,5,3,1980,1,14292376
69682,Kalyani Nagar,2143,5,3,1987,0,4296334
69683,Kalyani Nagar,1320,4,2,1996,1,5221209
69684,Koregaon Park,1747,3,2,2006,0,9465005
69685,Kalyani Nagar,1006,2,1,2008,0,9743033
69686,Pimpri-Chinchwad,3450,5,1,2018,0,7423355
69687,Hinjewadi,3104,1,1,1987,1,13876818
69688,Kalyani Nagar,1095,5,2,1988,0,9961992
69689,Pimpri-Chinchwad,2278,4,2,2017,0,13822968
69690,Pimpri-Chinchwad,1513,3,1,1994,1,12727492
69691,Hinjewadi,1799,1,1,2011,1,2730621
69692,Koregaon Park,808,5,1,1999,0,4608106
69693,Kalyani Nagar,849,4,1,2004,0,4466531
69694,Pimpri-Chinchwad,2277,5,3,2020,0,10800638
69695,Pimpri-Chinchwad,1992,5,2,1984,0,4850664
69696,Hinjewadi,2229,5,1,2002,0,12298356
69697,Pimpri-Chinchwad,3470,3,1,2003,0,8920650
69698,Kalyani Nagar,1333,2,1,2007,1,6184798
69699,Koregaon Park,2281,5,1,2001,1,9168480
69700,Pimpri-Chinchwad,807,2,1,2022,0,12019609
69701,Koregaon Park,916,5,2,2006,0,2684565
69702,Pimpri-Chinchwad,2432,1,2,2014,0,11165508
69703,Pimpri-Chinchwad,2489,3,2,1985,0,5507955
69704,Kalyani Nagar,1433,3,3,1991,1,8094784
69705,Koregaon Park,2046,1,2,2010,1,6906945
69706,Viman Nagar,2772,4,3,1987,0,10280547
69707,Kalyani Nagar,2417,3,1,1983,0,6953790
69708,Koregaon Park,1453,5,2,1987,0,10762088
69709,Koregaon Park,3240,2,1,1998,0,8297725
69710,Koregaon Park,3430,1,1,1989,0,8344746
69711,Viman Nagar,3026,4,3,2008,1,9223647
69712,Kalyani Nagar,1261,5,3,2012,0,8333237
69713,Viman Nagar,2610,3,2,2002,0,13381839
69714,Pimpri-Chinchwad,1840,4,1,1988,1,8834776
69715,Hinjewadi,1748,1,3,1982,1,13933387
69716,Viman Nagar,1281,5,3,2011,1,13285656
69717,Pimpri-Chinchwad,1767,4,3,2004,0,7953658
69718,Viman Nagar,2760,4,1,1982,0,2905648
69719,Koregaon Park,2767,5,3,1985,0,14822128
69720,Hinjewadi,1410,3,1,1988,1,9354116
69721,Hinjewadi,3433,3,2,2013,1,13337622
69722,Pimpri-Chinchwad,1752,1,2,1984,0,3444597
69723,Viman Nagar,2793,2,1,1985,0,4164278
69724,Viman Nagar,1416,3,3,2008,1,12387704
69725,Viman Nagar,1105,3,3,1983,1,13272078
69726,Pimpri-Chinchwad,1825,1,2,2001,0,14267974
69727,Viman Nagar,3412,4,1,1997,1,4687845
69728,Hinjewadi,2544,4,3,1993,0,13817017
69729,Hinjewadi,2332,4,3,2010,1,12771708
69730,Kalyani Nagar,2048,3,2,2007,1,2565733
69731,Viman Nagar,1562,2,2,1990,1,4110479
69732,Viman Nagar,3068,1,3,1984,1,5542576
69733,Hinjewadi,1061,5,1,1999,1,2414015
69734,Hinjewadi,3031,4,1,1984,1,3134498
69735,Koregaon Park,2547,2,2,2011,0,10447379
69736,Koregaon Park,2696,1,1,2000,1,9426805
69737,Kalyani Nagar,2432,5,1,2009,0,7678766
69738,Hinjewadi,1589,4,2,2023,1,12186087
69739,Kalyani Nagar,1831,5,3,1995,1,8596935
69740,Viman Nagar,2593,5,2,2011,1,4417989
69741,Viman Nagar,1886,5,2,1993,0,5784498
69742,Hinjewadi,1587,1,3,2007,0,9698483
69743,Pimpri-Chinchwad,2729,3,1,2023,0,7590170
69744,Kalyani Nagar,3007,3,1,1995,1,11452197
69745,Pimpri-Chinchwad,1251,1,2,1982,1,6426552
69746,Viman Nagar,2410,2,2,1990,1,5922044
69747,Kalyani Nagar,876,2,1,1990,1,7934322
69748,Viman Nagar,2561,3,2,2005,0,13063971
69749,Koregaon Park,3176,5,2,2007,0,9389951
69750,Hinjewadi,2766,1,3,2002,1,9904268
69751,Koregaon Park,1010,1,3,1998,1,8233207
69752,Kalyani Nagar,2557,4,3,1994,0,13975536
69753,Koregaon Park,3043,1,1,1980,1,2241419
69754,Kalyani Nagar,1755,4,1,2000,0,6155908
69755,Pimpri-Chinchwad,2488,5,1,1982,1,10923893
69756,Hinjewadi,1586,3,2,2020,1,4895327
69757,Pimpri-Chinchwad,1922,3,2,1985,1,14823965
69758,Viman Nagar,2866,1,2,2020,0,8396819
69759,Hinjewadi,962,2,3,2017,1,9298438
69760,Koregaon Park,2999,1,3,1989,1,14971968
69761,Kalyani Nagar,3192,1,1,2013,0,7462085
69762,Hinjewadi,2668,5,2,2013,0,8992948
69763,Viman Nagar,1756,5,2,2018,0,3433113
69764,Pimpri-Chinchwad,1954,1,3,2005,1,3719125
69765,Viman Nagar,1573,1,2,2016,1,5728196
69766,Koregaon Park,1631,3,3,2017,1,14054253
69767,Kalyani Nagar,1600,3,1,2011,0,8178418
69768,Kalyani Nagar,3273,4,3,2011,1,10139464
69769,Koregaon Park,3171,4,1,1985,1,6326245
69770,Kalyani Nagar,2110,5,3,2023,0,3685471
69771,Hinjewadi,1450,2,3,2017,0,12138692
69772,Hinjewadi,2046,2,3,2017,1,10039154
69773,Koregaon Park,1358,4,3,1997,1,11499750
69774,Koregaon Park,2269,3,3,2001,1,2290943
69775,Viman Nagar,3156,4,2,2002,1,8200859
69776,Kalyani Nagar,1165,1,1,2015,0,7472987
69777,Pimpri-Chinchwad,2960,1,2,2000,1,7878988
69778,Koregaon Park,1019,4,2,1980,1,12551485
69779,Viman Nagar,2406,2,1,1983,1,9451944
69780,Koregaon Park,1797,5,1,1984,1,3425352
69781,Koregaon Park,1955,2,2,1981,0,11168337
69782,Hinjewadi,949,2,3,1992,0,14892205
69783,Kalyani Nagar,1051,3,2,1996,0,14876391
69784,Koregaon Park,2027,5,1,2019,0,2997659
69785,Kalyani Nagar,1969,2,1,2010,1,13349703
69786,Viman Nagar,2027,5,3,1999,1,6607788
69787,Koregaon Park,1602,2,3,1998,0,5765236
69788,Pimpri-Chinchwad,1598,1,2,1996,1,4855388
69789,Hinjewadi,2427,5,2,1981,0,14187683
69790,Pimpri-Chinchwad,2132,5,1,2009,1,13578673
69791,Hinjewadi,1924,3,3,2023,0,9640103
69792,Koregaon Park,1263,2,2,1993,1,4710405
69793,Koregaon Park,1314,1,2,2004,0,6503075
69794,Kalyani Nagar,2179,1,1,1994,0,9567444
69795,Hinjewadi,842,1,2,1983,0,9725154
69796,Viman Nagar,2070,2,3,1985,0,11826877
69797,Pimpri-Chinchwad,2842,1,2,1980,0,9212798
69798,Viman Nagar,2922,1,2,2004,1,3791827
69799,Hinjewadi,3052,3,1,2000,0,3178996
69800,Viman Nagar,1560,1,3,2022,1,13223818
69801,Hinjewadi,2104,5,3,2020,1,12675890
69802,Kalyani Nagar,1793,5,2,1983,1,11944552
69803,Kalyani Nagar,1574,1,1,1994,1,2852731
69804,Viman Nagar,2426,2,1,1987,1,14511047
69805,Viman Nagar,1630,2,1,1997,0,14487260
69806,Hinjewadi,1274,4,2,1992,0,8331278
69807,Kalyani Nagar,960,5,2,2023,0,14678784
69808,Viman Nagar,1778,3,3,2017,1,10624921
69809,Hinjewadi,3476,3,3,1991,0,4661875
69810,Hinjewadi,2284,3,3,1989,0,11928295
69811,Viman Nagar,3309,5,3,2002,0,14693602
69812,Pimpri-Chinchwad,3419,3,1,2023,0,9416286
69813,Koregaon Park,2573,2,3,1998,0,7056848
69814,Hinjewadi,1487,5,2,2022,0,12916330
69815,Kalyani Nagar,2768,3,1,2010,1,11302540
69816,Koregaon Park,2266,1,3,1996,0,7778303
69817,Hinjewadi,1019,4,3,1999,1,8610279
69818,Pimpri-Chinchwad,2130,1,2,1992,1,2580251
69819,Koregaon Park,3058,5,2,2000,1,10590218
69820,Kalyani Nagar,2917,2,3,1991,1,5790386
69821,Koregaon Park,1226,1,2,2003,1,13617828
69822,Viman Nagar,2270,3,3,2003,1,9572675
69823,Hinjewadi,834,1,2,2022,1,14541772
69824,Viman Nagar,2922,1,2,2007,1,2818774
69825,Pimpri-Chinchwad,3022,2,2,2011,1,4722162
69826,Koregaon Park,1037,2,3,1996,1,8955811
69827,Viman Nagar,2929,3,3,2019,0,2606093
69828,Pimpri-Chinchwad,1465,5,3,2021,0,4536784
69829,Viman Nagar,888,1,1,1990,0,10988360
69830,Kalyani Nagar,2760,5,2,1987,0,5800032
69831,Viman Nagar,2022,2,2,2022,1,9470058
69832,Hinjewadi,1650,5,2,2017,0,11664744
69833,Viman Nagar,3306,4,1,2016,0,9787315
69834,Viman Nagar,1108,3,1,1997,1,6618213
69835,Viman Nagar,2528,1,2,1982,1,14254386
69836,Viman Nagar,2986,2,1,1981,1,2464790
69837,Viman Nagar,3201,1,3,2005,1,5501872
69838,Koregaon Park,3176,1,3,2017,0,11304020
69839,Koregaon Park,2940,2,3,1987,0,4775315
69840,Kalyani Nagar,2749,3,1,2010,0,4534006
69841,Koregaon Park,1387,1,2,2000,0,4115401
69842,Pimpri-Chinchwad,3296,4,1,1995,0,11031993
69843,Hinjewadi,3246,3,2,1988,1,2153746
69844,Viman Nagar,996,2,1,1990,0,10304576
69845,Viman Nagar,1952,1,2,1988,0,3231179
69846,Viman Nagar,1236,2,3,1981,1,5159709
69847,Kalyani Nagar,3353,5,1,2010,1,14524040
69848,Kalyani Nagar,1366,3,2,2005,1,14155825
69849,Pimpri-Chinchwad,1426,3,2,2016,1,4993986
69850,Viman Nagar,1717,1,3,1982,0,13640365
69851,Kalyani Nagar,2447,3,1,1983,0,10622800
69852,Viman Nagar,1656,3,1,1985,1,12771677
69853,Koregaon Park,3365,1,2,1999,1,7587549
69854,Viman Nagar,2850,3,1,1987,0,12802882
69855,Pimpri-Chinchwad,1701,3,3,2016,1,2717107
69856,Pimpri-Chinchwad,847,4,1,2010,1,14256185
69857,Kalyani Nagar,1195,1,2,1981,0,10873397
69858,Viman Nagar,3171,4,2,1985,0,11350995
69859,Pimpri-Chinchwad,2632,1,3,2012,0,8139067
69860,Koregaon Park,2362,4,2,1997,1,9064660
69861,Kalyani Nagar,2763,1,3,1991,1,11392863
69862,Koregaon Park,2959,4,2,1988,0,13596616
69863,Pimpri-Chinchwad,2868,3,1,1997,0,11367441
69864,Kalyani Nagar,2072,5,2,1994,1,2609140
69865,Viman Nagar,3436,4,3,2013,0,4738558
69866,Hinjewadi,1569,3,1,2015,0,3456886
69867,Viman Nagar,1719,2,3,1994,1,12351662
69868,Viman Nagar,3023,5,1,1983,0,11114297
69869,Koregaon Park,3460,3,3,1994,0,12859556
69870,Viman Nagar,2083,2,2,2021,0,5184581
69871,Hinjewadi,2856,1,1,1994,1,2418740
69872,Kalyani Nagar,2949,5,1,1980,0,7052871
69873,Kalyani Nagar,3201,4,3,2010,1,4516132
69874,Hinjewadi,1820,3,2,1984,1,12155149
69875,Koregaon Park,977,5,3,2017,1,7557981
69876,Hinjewadi,2804,1,3,1992,1,4133193
69877,Kalyani Nagar,3149,2,3,2011,1,13749779
69878,Hinjewadi,2792,4,3,1994,0,3288577
69879,Koregaon Park,1698,4,1,2002,0,14631383
69880,Viman Nagar,1341,1,3,2000,1,7441308
69881,Viman Nagar,1503,1,1,1993,1,4000264
69882,Kalyani Nagar,2651,1,2,2003,0,6272114
69883,Koregaon Park,2775,5,3,1991,1,13145020
69884,Viman Nagar,866,3,3,1984,0,6178666
69885,Viman Nagar,2295,1,2,1997,1,12019342
69886,Viman Nagar,2635,5,1,1981,1,7064269
69887,Pimpri-Chinchwad,949,3,2,2022,0,13269520
69888,Viman Nagar,1564,2,2,2004,1,12380805
69889,Pimpri-Chinchwad,1269,5,3,1983,1,3866153
69890,Hinjewadi,1069,3,2,2002,1,11924811
69891,Kalyani Nagar,1436,4,2,2012,1,2210852
69892,Kalyani Nagar,2209,5,2,2021,1,14634540
69893,Pimpri-Chinchwad,2462,4,2,1985,0,3559577
69894,Koregaon Park,3428,3,1,1989,0,2557160
69895,Pimpri-Chinchwad,1422,2,3,2012,0,8533136
69896,Viman Nagar,3270,1,3,1982,1,10925159
69897,Koregaon Park,1636,4,2,2018,1,10331140
69898,Kalyani Nagar,2097,2,1,2022,1,10739403
69899,Hinjewadi,2040,1,1,1998,1,14380143
69900,Hinjewadi,3326,1,1,1980,0,10606971
69901,Pimpri-Chinchwad,2593,1,3,2009,1,3315701
69902,Pimpri-Chinchwad,2795,1,1,2022,1,6758340
69903,Pimpri-Chinchwad,3451,5,2,2021,0,11005897
69904,Pimpri-Chinchwad,3417,1,3,2008,1,7517736
69905,Kalyani Nagar,1727,2,1,1983,1,11091053
69906,Viman Nagar,1632,2,3,2008,1,7055378
69907,Kalyani Nagar,1386,5,2,2006,1,5317078
69908,Hinjewadi,2011,5,3,1981,1,3472812
69909,Hinjewadi,2836,3,1,2020,0,3422990
69910,Hinjewadi,1100,5,2,2014,0,4082808
69911,Viman Nagar,1504,1,3,1991,1,4124159
69912,Viman Nagar,3160,1,3,2017,0,13420909
69913,Koregaon Park,2224,2,1,2002,1,11559324
69914,Viman Nagar,2229,4,1,2017,1,11054918
69915,Hinjewadi,2952,5,1,1981,1,9868266
69916,Viman Nagar,3168,3,3,1985,0,10894152
69917,Viman Nagar,2127,4,3,1996,1,8641743
69918,Viman Nagar,2786,4,3,2000,1,9882456
69919,Pimpri-Chinchwad,1187,2,3,1998,1,10159543
69920,Viman Nagar,2619,1,1,1994,0,8050820
69921,Pimpri-Chinchwad,1184,5,2,2018,1,2012637
69922,Hinjewadi,3037,2,2,2000,0,10590076
69923,Koregaon Park,2629,4,2,1980,1,6795382
69924,Kalyani Nagar,893,1,2,1985,1,13054904
69925,Koregaon Park,2642,1,2,1993,1,3275024
69926,Kalyani Nagar,3153,3,1,2022,1,10005242
69927,Hinjewadi,1254,2,3,1986,1,13669177
69928,Pimpri-Chinchwad,2678,5,2,2009,1,11402725
69929,Viman Nagar,1108,3,2,2003,1,9786162
69930,Pimpri-Chinchwad,2009,4,2,2005,0,2192391
69931,Kalyani Nagar,2961,2,2,1989,1,9134778
69932,Viman Nagar,3293,4,2,1990,1,6446182
69933,Kalyani Nagar,944,4,1,1980,0,11985296
69934,Kalyani Nagar,1347,4,3,2022,1,9269893
69935,Viman Nagar,2384,2,2,2013,0,10591436
69936,Koregaon Park,3425,1,3,2003,1,3715584
69937,Koregaon Park,2678,1,1,2008,1,13347890
69938,Kalyani Nagar,2010,1,2,1997,0,13846517
69939,Hinjewadi,2795,4,1,1985,0,6795667
69940,Pimpri-Chinchwad,1480,1,3,1981,1,5847557
69941,Koregaon Park,2356,1,2,2004,1,9663012
69942,Viman Nagar,2964,3,1,2002,1,4633444
69943,Kalyani Nagar,3338,2,1,2021,0,11206636
69944,Pimpri-Chinchwad,1465,1,1,2007,0,7925889
69945,Pimpri-Chinchwad,1371,2,3,2013,1,12689299
69946,Kalyani Nagar,2321,4,2,2003,0,9216848
69947,Pimpri-Chinchwad,840,4,1,2023,0,9590002
69948,Hinjewadi,1783,1,2,2006,1,10070639
69949,Kalyani Nagar,1626,1,2,1990,0,13921826
69950,Pimpri-Chinchwad,3258,1,3,1985,0,2944107
69951,Pimpri-Chinchwad,2284,3,3,1984,0,13460403
69952,Koregaon Park,1359,4,3,1993,0,7909922
69953,Pimpri-Chinchwad,3282,2,3,1993,1,12357780
69954,Pimpri-Chinchwad,1496,2,3,2003,1,4070056
69955,Koregaon Park,2372,1,3,1990,1,9682102
69956,Kalyani Nagar,2631,2,1,1985,1,2354492
69957,Koregaon Park,2769,4,1,1995,0,6208596
69958,Viman Nagar,2473,2,2,2016,1,5244486
69959,Viman Nagar,1806,5,3,1980,0,4480110
69960,Hinjewadi,1574,2,3,1997,0,8280635
69961,Pimpri-Chinchwad,2270,3,3,1982,0,10417994
69962,Viman Nagar,2297,1,3,1983,1,8444659
69963,Kalyani Nagar,1393,1,2,2011,0,12651795
69964,Kalyani Nagar,2361,2,2,1996,0,14625701
69965,Viman Nagar,2529,3,2,2009,1,14323076
69966,Koregaon Park,2525,5,3,2021,1,6510470
69967,Hinjewadi,2896,4,2,1995,1,8224350
69968,Koregaon Park,1723,4,2,2023,0,9424794
69969,Hinjewadi,2937,1,2,1993,0,13051754
69970,Viman Nagar,2015,1,1,2022,1,4529698
69971,Koregaon Park,1878,2,1,1991,0,4535133
69972,Viman Nagar,833,5,1,1980,1,3436852
69973,Hinjewadi,3102,1,1,1984,0,13293677
69974,Kalyani Nagar,1544,5,2,2020,1,4073994
69975,Koregaon Park,1879,1,2,1986,0,3527087
69976,Viman Nagar,2790,2,2,2022,1,2944985
69977,Hinjewadi,1284,1,1,2002,1,11089595
69978,Kalyani Nagar,3253,3,1,2001,0,11705846
69979,Koregaon Park,2818,3,2,1992,1,13117317
69980,Hinjewadi,2314,4,1,1990,0,14040640
69981,Koregaon Park,3200,5,1,2006,1,13004094
69982,Koregaon Park,3199,4,3,2014,0,2668981
69983,Pimpri-Chinchwad,1967,1,1,1989,0,4617585
69984,Viman Nagar,1783,3,1,2004,1,8863318
69985,Pimpri-Chinchwad,3385,2,1,1991,1,14764669
69986,Koregaon Park,1819,5,1,1993,1,4450244
69987,Hinjewadi,1501,1,3,2023,0,11414351
69988,Viman Nagar,1983,5,2,1980,1,3934062
69989,Hinjewadi,1814,4,3,2023,0,13881487
69990,Hinjewadi,1195,2,2,1982,1,11069214
69991,Kalyani Nagar,2010,3,2,2008,0,2204649
69992,Koregaon Park,946,3,3,2016,0,5515226
69993,Hinjewadi,1359,2,3,1982,1,12298509
69994,Koregaon Park,2993,1,2,1996,0,2442745
69995,Pimpri-Chinchwad,3479,3,1,2004,0,13910977
69996,Pimpri-Chinchwad,3212,4,3,2016,1,14223703
69997,Hinjewadi,2751,1,2,2002,1,14758662
69998,Koregaon Park,984,4,2,1996,1,11397902
69999,Kalyani Nagar,2560,3,1,2019,0,12460788
70000,Viman Nagar,1501,2,2,2021,1,10164157
70001,Pimpri-Chinchwad,1495,1,3,1999,0,11794592
70002,Pimpri-Chinchwad,2407,5,3,2006,1,6845886
70003,Kalyani Nagar,1693,4,3,2015,1,10707081
70004,Hinjewadi,2436,2,3,2016,1,5807051
70005,Pimpri-Chinchwad,1976,3,1,2016,1,11797518
70006,Pimpri-Chinchwad,3089,3,2,2016,0,8428073
70007,Viman Nagar,3082,2,1,2002,0,3788348
70008,Kalyani Nagar,1613,4,1,1982,0,9594384
70009,Kalyani Nagar,1642,5,3,2017,1,14567376
70010,Koregaon Park,3166,3,2,2002,0,7933258
70011,Kalyani Nagar,1749,1,1,2010,1,9056811
70012,Viman Nagar,2218,3,3,1989,0,13524003
70013,Kalyani Nagar,1488,5,3,2005,0,5288599
70014,Koregaon Park,2996,2,1,1987,1,4987087
70015,Viman Nagar,2130,5,1,2007,0,2686743
70016,Pimpri-Chinchwad,2137,2,2,2023,0,11384933
70017,Hinjewadi,1965,4,3,2006,1,7973140
70018,Pimpri-Chinchwad,2988,1,1,2019,1,5265370
70019,Koregaon Park,3137,1,1,2022,1,13189373
70020,Viman Nagar,896,1,2,2005,1,9897928
70021,Pimpri-Chinchwad,2736,3,3,2002,1,14311285
70022,Koregaon Park,1127,1,3,1992,1,3945698
70023,Pimpri-Chinchwad,1145,2,1,1997,0,5360254
70024,Hinjewadi,868,1,3,2018,0,14228378
70025,Pimpri-Chinchwad,2868,1,2,2005,1,7776432
70026,Pimpri-Chinchwad,1841,2,1,2008,0,11594564
70027,Pimpri-Chinchwad,1753,1,3,2020,1,13786145
70028,Koregaon Park,1507,1,2,1992,0,4104829
70029,Viman Nagar,1736,5,3,1984,0,14636148
70030,Kalyani Nagar,1812,2,2,2019,1,3252051
70031,Koregaon Park,2730,5,2,2013,0,7055180
70032,Kalyani Nagar,2827,5,3,2016,1,3008785
70033,Kalyani Nagar,2066,1,1,1981,0,6740781
70034,Pimpri-Chinchwad,2297,3,3,2022,0,12923456
70035,Hinjewadi,3136,1,3,1995,0,12878781
70036,Kalyani Nagar,1407,2,3,1987,1,7304938
70037,Kalyani Nagar,2280,5,1,2010,1,5922389
70038,Pimpri-Chinchwad,913,2,3,1992,1,8071724
70039,Hinjewadi,2718,2,2,1981,1,4208472
70040,Pimpri-Chinchwad,3114,5,2,2017,0,11439296
70041,Kalyani Nagar,1120,3,2,1989,0,14526641
70042,Koregaon Park,2337,2,2,2018,0,10601963
70043,Kalyani Nagar,1979,3,2,2005,0,7931803
70044,Koregaon Park,2575,4,2,2018,0,11555650
70045,Viman Nagar,2805,3,1,2010,1,5327367
70046,Hinjewadi,2425,2,1,1985,1,6562685
70047,Viman Nagar,1118,1,2,1994,0,5994177
70048,Pimpri-Chinchwad,2613,1,2,2000,1,5582225
70049,Kalyani Nagar,1433,1,2,2005,1,5192990
70050,Viman Nagar,2387,1,3,1988,1,9821945
70051,Hinjewadi,3492,5,3,2012,1,14303064
70052,Koregaon Park,2797,3,3,2016,0,12830956
70053,Koregaon Park,1556,1,2,1987,1,6652798
70054,Pimpri-Chinchwad,1350,1,3,1982,0,5923424
70055,Pimpri-Chinchwad,2833,1,2,2020,1,11935098
70056,Kalyani Nagar,2445,5,1,2002,1,10525262
70057,Viman Nagar,1242,5,2,1981,0,9326991
70058,Kalyani Nagar,3362,5,3,2017,1,7749256
70059,Koregaon Park,1106,4,1,1998,0,14024079
70060,Koregaon Park,2395,1,3,2015,1,9559125
70061,Viman Nagar,2726,4,1,2009,1,11023093
70062,Kalyani Nagar,2999,1,2,2017,1,6069197
70063,Pimpri-Chinchwad,1173,4,3,1987,1,10200775
70064,Viman Nagar,1683,3,2,2015,0,5484922
70065,Pimpri-Chinchwad,1595,1,1,1993,0,13224589
70066,Viman Nagar,1182,5,3,1999,0,6913782
70067,Pimpri-Chinchwad,1149,5,3,2005,1,13144817
70068,Hinjewadi,1745,2,2,2018,1,3728940
70069,Koregaon Park,2139,3,2,1994,0,5483947
70070,Viman Nagar,2419,4,2,1996,0,6289694
70071,Hinjewadi,3264,5,3,1994,0,11124663
70072,Viman Nagar,1205,1,2,2021,0,8096159
70073,Koregaon Park,1268,5,2,1995,0,13622395
70074,Koregaon Park,2275,3,3,2014,0,13487072
70075,Pimpri-Chinchwad,911,5,2,2009,1,11576893
70076,Koregaon Park,1639,1,2,2005,1,6143952
70077,Koregaon Park,2288,3,1,2000,0,2282873
70078,Koregaon Park,1888,4,2,2003,0,9679630
70079,Kalyani Nagar,1136,3,2,2001,0,9856524
70080,Kalyani Nagar,1141,3,3,2000,0,12893701
70081,Koregaon Park,2348,1,3,2021,1,12655660
70082,Kalyani Nagar,2669,4,1,2016,0,12695087
70083,Viman Nagar,3498,4,3,1991,1,5213189
70084,Hinjewadi,2169,5,3,2015,0,5568249
70085,Hinjewadi,3065,2,1,1993,1,8079326
70086,Kalyani Nagar,1997,3,3,1987,0,4542319
70087,Hinjewadi,3121,4,1,2007,0,13143558
70088,Kalyani Nagar,1632,2,2,2012,1,2239844
70089,Pimpri-Chinchwad,3233,3,2,2022,0,3725151
70090,Koregaon Park,3482,5,1,2011,0,11649840
70091,Hinjewadi,3204,4,3,2021,0,9765023
70092,Koregaon Park,2449,2,2,1999,1,3158225
70093,Hinjewadi,2015,3,2,2007,0,9924163
70094,Viman Nagar,3311,5,3,1990,1,9210860
70095,Viman Nagar,3184,4,1,2022,0,13626748
70096,Kalyani Nagar,2548,2,1,1993,1,7247744
70097,Koregaon Park,828,1,3,1994,0,4228249
70098,Kalyani Nagar,1331,2,1,2005,1,9607020
70099,Pimpri-Chinchwad,2686,1,3,2019,0,10865235
70100,Kalyani Nagar,1945,5,1,2023,0,12367211
70101,Kalyani Nagar,2022,2,1,1992,0,3053079
70102,Kalyani Nagar,3345,4,3,1984,0,8007211
70103,Hinjewadi,943,1,3,1987,1,7865382
70104,Hinjewadi,2936,5,3,1986,1,5415258
70105,Pimpri-Chinchwad,3265,1,3,1999,0,3419911
70106,Koregaon Park,3335,4,3,2002,1,3377527
70107,Viman Nagar,1347,3,1,2020,1,11265127
70108,Koregaon Park,1015,1,1,1998,1,5532710
70109,Viman Nagar,3114,1,2,2012,1,7412439
70110,Hinjewadi,2337,4,1,2019,1,3870080
70111,Kalyani Nagar,2051,5,2,2013,0,13656279
70112,Pimpri-Chinchwad,3071,2,3,1980,1,11262920
70113,Pimpri-Chinchwad,3445,3,2,1991,0,4471344
70114,Pimpri-Chinchwad,1998,4,2,2021,1,11639639
70115,Koregaon Park,2159,3,3,2000,0,11468924
70116,Hinjewadi,3034,3,2,2008,1,8884440
70117,Hinjewadi,1741,4,3,2007,1,12466845
70118,Kalyani Nagar,1307,3,3,2021,0,12803203
70119,Koregaon Park,3105,1,2,1995,1,13568224
70120,Kalyani Nagar,1838,3,1,1995,1,3214321
70121,Viman Nagar,2702,3,2,2017,1,10777562
70122,Hinjewadi,2785,5,3,2002,1,14508260
70123,Pimpri-Chinchwad,2805,5,1,2010,0,8877958
70124,Kalyani Nagar,1149,4,2,2012,1,11898610
70125,Viman Nagar,1589,5,2,2023,1,10846540
70126,Pimpri-Chinchwad,2315,3,1,2022,1,6410156
70127,Pimpri-Chinchwad,2732,5,1,1990,1,6244974
70128,Kalyani Nagar,3485,4,1,1997,1,5212580
70129,Kalyani Nagar,1220,2,1,1995,1,3062747
70130,Kalyani Nagar,2872,4,1,1989,0,3444982
70131,Hinjewadi,1224,4,1,2015,1,4404811
70132,Koregaon Park,2143,4,3,2008,1,12641717
70133,Kalyani Nagar,1561,2,2,1987,1,11942189
70134,Hinjewadi,1070,1,3,1983,1,3438837
70135,Koregaon Park,2573,1,1,2002,1,13309745
70136,Viman Nagar,3417,4,3,2013,1,9547142
70137,Koregaon Park,1160,1,2,2008,0,11955670
70138,Hinjewadi,1440,3,3,2004,1,14717775
70139,Hinjewadi,2981,2,2,2016,1,12924945
70140,Koregaon Park,1705,5,1,2017,1,3796676
70141,Koregaon Park,2024,5,1,1998,0,5520008
70142,Hinjewadi,1878,5,3,2008,0,2974219
70143,Hinjewadi,3149,1,1,1985,1,2998318
70144,Viman Nagar,2430,1,3,2022,1,7776172
70145,Hinjewadi,1922,5,1,1999,1,2588556
70146,Hinjewadi,3129,3,3,1991,1,4331485
70147,Pimpri-Chinchwad,1734,3,3,1980,0,9575819
70148,Pimpri-Chinchwad,2970,3,3,1996,0,11154183
70149,Pimpri-Chinchwad,1226,4,1,2020,1,5306297
70150,Kalyani Nagar,1296,5,3,1983,0,7518715
70151,Kalyani Nagar,1185,3,1,1985,1,7970838
70152,Hinjewadi,3129,5,1,1980,0,2119566
70153,Pimpri-Chinchwad,2121,2,1,1992,0,3148198
70154,Viman Nagar,3378,3,3,2014,1,4040954
70155,Viman Nagar,1148,2,3,2007,1,4447195
70156,Viman Nagar,1141,4,2,1993,1,3111652
70157,Hinjewadi,1645,5,3,1981,1,11332730
70158,Pimpri-Chinchwad,3402,4,3,2017,0,13798995
70159,Hinjewadi,2541,3,3,2002,0,2738287
70160,Hinjewadi,3400,5,3,2022,1,11724700
70161,Viman Nagar,1670,4,2,2004,0,5639464
70162,Pimpri-Chinchwad,2506,1,2,2015,1,4329083
70163,Kalyani Nagar,1438,5,1,2018,1,3100913
